"","beer_name","style","abv","ibu","ounces","brewery_name","city","state","ounce"
"1192","CAPT Black IPA","American Black Ale","5","6","3","Ruhstaller Beer Company","Sacramento"," CA","3"
"1193","1881 California Red Ale","American Amber / Red Ale","4","4","3","Ruhstaller Beer Company","Sacramento"," CA","3"
"1194","Oval Beach Blonde Ale","American Blonde Ale","3","2","3","Saugatuck Brewing Company","Douglas"," MI","3"
"1195","Desolation IPA","American IPA","4","5","3","Amnesia Brewing Company","Washougal"," WA","3"
"1196","Wolverine Premium Lager","American Pale Lager","3","2","2","Wolverine State Brewing Company","Ann Arbor"," MI","2"
"1197","Sudice American Stout","American Stout","5","6","3","Fate Brewing Company","Boulder"," CO","3"
"1198","Parcae Belgian Style Pale Ale","Belgian Pale Ale","3","2","3","Fate Brewing Company","Boulder"," CO","3"
"1199","Norns Roggenbier","Roggenbier","3","2","3","Fate Brewing Company","Boulder"," CO","3"
"1200","Laimas Kölsch Style Ale","Kölsch","3","2","3","Fate Brewing Company","Boulder"," CO","3"
"1201","Moirai India Pale Ale","American IPA","5","7","3","Fate Brewing Company","Boulder"," CO","3"
"1202","Weiss Trash Culture","Berliner Weissbier","2","1","2","New England Brewing Company","Woodbridge"," CT","2"
"1203","Gandhi-Bot Double IPA (12 oz.)","American Double / Imperial IPA","7","9","2","New England Brewing Company","Woodbridge"," CT","2"
"1204","Gandhi-Bot Double IPA (16 oz.) (2010)","American Double / Imperial IPA","7","9","3","New England Brewing Company","Woodbridge"," CT","3"
"1205","Sand Island Lighthouse","Kölsch","4","3","2","Straight to Ale","Huntsville"," AL","2"
"1206","Lily Flagg Milk Stout","Milk / Sweet Stout","3","3","2","Straight to Ale","Huntsville"," AL","2"
"1207","Monkeynaut IPA","American IPA","5","7","2","Straight to Ale","Huntsville"," AL","2"
"1208","Kölsch 151","Kölsch","3","2","2","Blue Mountain Brewery","Arrington"," VA","2"
"1209","Tybee Island Blonde","American Blonde Ale","3","2","2","Coastal Empire Beer Company","Savannah"," GA","2"
"1210","Savannah Brown Ale","American Brown Ale","4","6","2","Coastal Empire Beer Company","Savannah"," GA","2"
"1211","Hazed & Infused","American Pale Ale (APA)","3","4","2","Boulder Beer Company","Boulder"," CO","2"
"1212","Hoopla Pale Ale","American Pale Ale (APA)","4","4","2","Boulder Beer Company","Boulder"," CO","2"
"1213","Hazed & Infused (2010)","American Pale Ale (APA)","3","4","2","Boulder Beer Company","Boulder"," CO","2"
"1214","Cascadian Dark Ale","American Black Ale","4","8","2","Coalition Brewing Company","Portland"," OR","2"
"1215","Wheat the People","American Pale Wheat Ale","3","2","3","Coalition Brewing Company","Portland"," OR","3"
"1216","Sanitas Saison Ale","Saison / Farmhouse Ale","4","2","2","Sanitas Brewing Company","Boulder"," CO","2"
"1217","Sanitas Black IPA","American Black Ale","5","7","2","Sanitas Brewing Company","Boulder"," CO","2"
"1218","Beaver Logger","American Pale Lager","4","2","2","Gore Range Brewery","Edwards"," CO","2"
"1219","Grazias","Cream Ale","5","3","3","Hess Brewing Company","San Diego"," CA","3"
"1220","Habitus IPA","American IPA","6","9","3","Hess Brewing Company","San Diego"," CA","3"
"1221","Ex Umbris Rye Imperial Stout","American Double / Imperial Stout","7","9","3","Hess Brewing Company","San Diego"," CA","3"
"1222","Belgorado","Belgian IPA","5","5","2","Wynkoop Brewing Company","Denver"," CO","2"
"1223","Silverback Pale Ale","American Pale Ale (APA)","4","4","2","Wynkoop Brewing Company","Denver"," CO","2"
"1224","Quakertown Stout","American Double / Imperial Stout","7","5","2","Armadillo Ale Works","Denton"," TX","2"
"1225","Greenbelt Farmhouse Ale","Saison / Farmhouse Ale","4","2","2","Armadillo Ale Works","Denton"," TX","2"
"1226","Schlafly Yakima Wheat Ale","American Pale Wheat Ale","3","5","2","Schlafly Brewing Company","Saint Louis"," MO","2"
"1227","Schlafly IPA","American IPA","3","3","2","Schlafly Brewing Company","Saint Louis"," MO","2"
"1228","Schlafly American Brown Ale","American Brown Ale","3","3","2","Schlafly Brewing Company","Saint Louis"," MO","2"
"1229","Schlafly Hefeweizen","Hefeweizen","3","2","2","Schlafly Brewing Company","Saint Louis"," MO","2"
"1230","Schlafly Summer Lager","Munich Helles Lager","3","2","2","Schlafly Brewing Company","Saint Louis"," MO","2"
"1231","Green Bullet Organic India Pale Ale","American IPA","5","5","3","Asher Brewing Company","Boulder"," CO","3"
"1232","Face Plant IPA","American IPA","4","7","2","Lost Rhino Brewing Company","Ashburn"," VA","2"
"1233","Rhino Chasers Pilsner","Czech Pilsener","4","6","2","Lost Rhino Brewing Company","Ashburn"," VA","2"
"1234","Blur India Pale Ale","American IPA","5","6","2","Seabright Brewery","Santa Cruz"," CA","2"
"1235","Gateway Kolsch Style Ale","Kölsch","4","4","2","French Broad Brewery","Asheville"," NC","2"
"1236","Wee-Heavy-Er Scotch Ale","Scotch Ale / Wee Heavy","5","3","2","French Broad Brewery","Asheville"," NC","2"
"1237","13 Rebels ESB","Extra Special / Strong Bitter (ESB)","4","5","2","French Broad Brewery","Asheville"," NC","2"
"1238","Na Zdraví Pilsner","Czech Pilsener","3","4","3","Southern Oregon Brewing Company","Medford"," OR","3"
"1239","Nice Rack IPA","American IPA","4","7","3","Southern Oregon Brewing Company","Medford"," OR","3"
"1240","East India Pale Ale","English India Pale Ale (IPA)","5","5","3","Brooklyn Brewery","Brooklyn"," NY","3"
"1241","East India Pale Ale","English India Pale Ale (IPA)","5","5","2","Brooklyn Brewery","Brooklyn"," NY","2"
"1242","Longboard Island Lager","American Amber / Red Lager","3","2","5","Kona Brewing Company","Kona"," HI","5"
"1243","Longboard Island Lager","American Amber / Red Lager","3","2","3","Kona Brewing Company","Kona"," HI","3"
"1244","Longboard Island Lager","American Amber / Red Lager","3","2","2","Kona Brewing Company","Kona"," HI","2"
"1245","Longboard Island Lager","American Amber / Red Lager","3","2","2","Kona Brewing Company","Kona"," HI","2"
"1246","Rustic Red","Irish Red Ale","4","3","3","Pateros Creek Brewing Company","Fort Collins"," CO","3"
"1247","Stimulator Pale Ale","American Pale Ale (APA)","4","5","3","Pateros Creek Brewing Company","Fort Collins"," CO","3"
"1248","Old Town Ale","Kölsch","3","3","3","Pateros Creek Brewing Company","Fort Collins"," CO","3"
"1249","Car 21","English Bitter","3","3","3","Pateros Creek Brewing Company","Fort Collins"," CO","3"
"1250","Cache La Porter","American Porter","3","3","3","Pateros Creek Brewing Company","Fort Collins"," CO","3"
"1251","5 Day IPA","American IPA","4","7","2","O'Fallon Brewery","O'Fallon"," MO","2"
"1252","O'Fallon Wheach","Fruit / Vegetable Beer","4","1","2","O'Fallon Brewery","O'Fallon"," MO","2"
"1253","Jack Pine Savage","American Pale Ale (APA)","4","5","3","Big Wood Brewery","Vadnais Heights"," MN","3"
"1254","Forest Fire Imperial Smoked Rye","Rye Beer","7","9","3","Big Wood Brewery","Vadnais Heights"," MN","3"
"1255","Bad Axe Imperial IPA","American Double / Imperial IPA","7","8","3","Big Wood Brewery","Vadnais Heights"," MN","3"
"1256","Morning Wood","Oatmeal Stout","4","4","3","Big Wood Brewery","Vadnais Heights"," MN","3"
"1257","Bark Bite IPA","American IPA","5","5","3","Big Wood Brewery","Vadnais Heights"," MN","3"
"1258","Big Nose","American IPA","5","5","2","Swamp Head Brewery","Gainesville"," FL","2"
"1259","Cotton Mouth","Witbier","3","1","2","Swamp Head Brewery","Gainesville"," FL","2"
"1260","Stump Knocker Pale Ale","American Pale Ale (APA)","4","4","2","Swamp Head Brewery","Gainesville"," FL","2"
"1261","Midnight Oil","Oatmeal Stout","3","4","2","Swamp Head Brewery","Gainesville"," FL","2"
"1262","Wild Night","Cream Ale","4","2","2","Swamp Head Brewery","Gainesville"," FL","2"
"1263","Pit Stop Chocolate Porter","American Porter","2","4","2","Mavericks Beer Company","Half Moon Bay"," CA","2"
"1264","Pace Setter Belgian Style Wit","Witbier","2","3","2","Mavericks Beer Company","Half Moon Bay"," CA","2"
"1265","Back in the Saddle Rye Pale Ale","American Pale Ale (APA)","2","6","2","Mavericks Beer Company","Half Moon Bay"," CA","2"
"1266","Dodgy Knight Imperial IPA","American Double / Imperial IPA","6","10","2","TailGate Beer","San Diego"," CA","2"
"1267","TailGate IPA","American IPA","3","5","5","TailGate Beer","San Diego"," CA","5"
"1268","TailGate IPA","American IPA","3","5","2","TailGate Beer","San Diego"," CA","2"
"1269","TailGate Hefeweizen","Hefeweizen","3","3","5","TailGate Beer","San Diego"," CA","5"
"1270","Blacktop Blonde","American Blonde Ale","3","2","5","TailGate Beer","San Diego"," CA","5"
"1271","Blacktop Blonde","American Blonde Ale","3","2","2","TailGate Beer","San Diego"," CA","2"
"1272","TailGate Hefeweizen","Hefeweizen","3","3","2","TailGate Beer","San Diego"," CA","2"
"1273","Three Skulls Ale Pale Ale","American Pale Ale (APA)","5","5","3","Northwest Brewing Company","Pacific"," WA","3"
"1274","Chuli Stout","Irish Dry Stout","4","6","2","Denali Brewing Company","Talkeetna"," AK","2"
"1275","Mother Ale","American Blonde Ale","4","5","2","Denali Brewing Company","Talkeetna"," AK","2"
"1276","Twister Creek India Pale Ale","American IPA","5","8","2","Denali Brewing Company","Talkeetna"," AK","2"
"1277","Single Engine Red","Irish Red Ale","4","5","2","Denali Brewing Company","Talkeetna"," AK","2"
"1278","Mirror Pond Pale Ale","American Pale Ale (APA)","3","4","2","Deschutes Brewery","Bend"," OR","2"
"1279","Bomber Mountain Amber Ale (2013)","American Amber / Red Ale","3","2","2","The Black Tooth Brewing Company","Sheridan"," WY","2"
"1280","Indian Paintbrush IPA","American IPA","5","8","2","The Black Tooth Brewing Company","Sheridan"," WY","2"
"1281","Saddle Bronc Brown Ale (2013)","English Brown Ale","3","2","2","The Black Tooth Brewing Company","Sheridan"," WY","2"
"1282","Wagon Box Wheat Beer","American Pale Wheat Ale","4","2","2","The Black Tooth Brewing Company","Sheridan"," WY","2"
"1283","Peninsula Brewers Reserve (PBR)","American Blonde Ale","3","2","2","Kenai River Brewing Company","Soldotna"," AK","2"
"1284","Harvest Ale","Saison / Farmhouse Ale","5","4","2","Fremont Brewing Company","Seattle"," WA","2"
"1285","Fremont Summer Ale","American Pale Ale (APA)","5","5","2","Fremont Brewing Company","Seattle"," WA","2"
"1286","Universale Pale Ale","American Pale Ale (APA)","4","3","2","Fremont Brewing Company","Seattle"," WA","2"
"1287","Interurban IPA","American IPA","5","8","2","Fremont Brewing Company","Seattle"," WA","2"
"1288","Mo's Gose","Gose","4","1","3","Armstrong Brewing Company","South San Francisco"," CA","3"
"1289","Colorado Native","American Amber / Red Lager","4","3","2","AC Golden Brewing Company","Golden"," CO","2"
"1290","Colorado Native (2011)","American Amber / Red Lager","4","3","2","AC Golden Brewing Company","Golden"," CO","2"
"1291","Descender IPA","American IPA","5","7","2","Good Life Brewing Company","Bend"," OR","2"
"1292","Sweet As Pacific Ale","American Pale Wheat Ale","4","2","2","Good Life Brewing Company","Bend"," OR","2"
"1293","Pablo Beach Pale Ale","American Pale Ale (APA)","3","3","2","Green Room Brewing","Jacksonville"," FL","2"
"1294","RecreationAle","American Pale Ale (APA)","3","5","2","Terrapin Brewing Company","Athens"," GA","2"
"1295","The Hole in Hadrian's Wall","Scottish Ale","7","2","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1296","33 Select Brown Ale","American Brown Ale","5","3","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1297","Midwest Charm Farmhouse Ale","Saison / Farmhouse Ale","4","3","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1298","Boji Blue Pale Ale","American Pale Ale (APA)","3","5","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1299","Winter Games Select #32 Stout","American Stout","4","3","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1300","Boji Beach Golden Rye Ale","Rye Beer","3","3","3","Okoboji Brewing Company","Spirit Lake"," IA","3"
"1301","South Ridge Amber Ale","American Amber / Red Ale","4","4","3","Crystal Springs Brewing Company","Boulder"," CO","3"
"1302","Summertime Ale","Kölsch","4","3","3","Crystal Springs Brewing Company","Boulder"," CO","3"
"1303","Watership Brown Ale","American Brown Ale","5","6","2","Red Hare Brewing Company","Marietta"," GA","2"
"1304","Gangway IPA","American IPA","4","6","2","Red Hare Brewing Company","Marietta"," GA","2"
"1305","Orange Wheat","Fruit / Vegetable Beer","3","2","2","Hangar 24 Craft Brewery","Redlands"," CA","2"
"1306","Hangar 24 Helles Lager","Munich Helles Lager","3","2","2","Hangar 24 Craft Brewery","Redlands"," CA","2"
"1307","Good People Pale Ale","American Pale Ale (APA)","4","4","2","Good People Brewing Company","Birmingham"," AL","2"
"1308","Snake Handler Double IPA","American Double / Imperial IPA","7","11","2","Good People Brewing Company","Birmingham"," AL","2"
"1309","Coffee Oatmeal Stout","Oatmeal Stout","4","6","2","Good People Brewing Company","Birmingham"," AL","2"
"1310","Good People IPA","American IPA","4","7","2","Good People Brewing Company","Birmingham"," AL","2"
"1311","Good People American Brown Ale","American Brown Ale","4","4","2","Good People Brewing Company","Birmingham"," AL","2"
"1312","Loose Cannon","American IPA","5","5","2","Heavy Seas Beer","Halethorpe"," MD","2"
"1313","AARGHtoberfest!","Märzen / Oktoberfest","4","3","2","Heavy Seas Beer","Halethorpe"," MD","2"
"1314","Rude Parrot IPA","American IPA","4","8","3","7 Seas Brewing Company","Gig Harbor"," WA","3"
"1315","British Pale Ale (2010)","English Pale Ale","4","3","3","7 Seas Brewing Company","Gig Harbor"," WA","3"
"1316","British Pale Ale","English Pale Ale","4","3","3","7 Seas Brewing Company","Gig Harbor"," WA","3"
"1317","Ballz Deep Double IPA","American Double / Imperial IPA","6","9","3","7 Seas Brewing Company","Gig Harbor"," WA","3"
"1318","Des Moines IPA","American IPA","5","8","3","Confluence Brewing Company","Des Moines"," IA","3"
"1319","Capital Gold Golden Lager","German Pilsener","3","3","3","Confluence Brewing Company","Des Moines"," IA","3"
"1320","Farmer John's Multi-Grain Ale","American Blonde Ale","4","3","3","Confluence Brewing Company","Des Moines"," IA","3"
"1321","Topcutter India Pale Ale","American IPA","5","7","2","Bale Breaker Brewing Company","Yakima"," WA","2"
"1322","Field 41 Pale Ale","American Pale Ale (APA)","3","4","2","Bale Breaker Brewing Company","Yakima"," WA","2"
"1323","Mac's Scottish Style Amber Ale (2000)","American Amber / Red Ale","4","4","2","MacTarnahans Brewing Company","Portland"," OR","2"
"1324","Wisco Disco","American Amber / Red Ale","4","4","3","Stillmank Beer Company","Green Bay"," WI","3"
"1325","Long Hammer IPA","American IPA","5","5","3","Redhook Brewery","Woodinville"," WA","3"
"1326","Long Hammer IPA","American IPA","5","5","2","Redhook Brewery","Woodinville"," WA","2"
"1327","Copper Hook (2011)","American Amber / Red Ale","4","3","2","Redhook Brewery","Woodinville"," WA","2"
"1328","Blue Point White IPA","American White IPA","4","4","2","Blue Point Brewing Company","Patchogue"," NY","2"
"1329","Blue Point Summer Ale","American Blonde Ale","3","2","2","Blue Point Brewing Company","Patchogue"," NY","2"
"1330","Toasted Lager","Vienna Lager","4","3","2","Blue Point Brewing Company","Patchogue"," NY","2"
"1331","Old Elephant Foot IPA","American IPA","5","8","3","Tampa Bay Brewing Company","Tampa"," FL","3"
"1332","Deadicated Amber","American Amber / Red Ale","4","3","3","Devil's Canyon Brewery","Belmont"," CA","3"
"1333","California Sunshine Rye IPA","American IPA","5","9","3","Devil's Canyon Brewery","Belmont"," CA","3"
"1334","Full Boar Scotch Ale","Scotch Ale / Wee Heavy","5","2","3","Devil's Canyon Brewery","Belmont"," CA","3"
"1335","Northern Lights Amber Ale","American Amber / Red Ale","3","2","2","Broken Tooth Brewing Company","Anchorage"," AK","2"
"1336","Polar Pale Ale","American Pale Ale (APA)","4","2","2","Broken Tooth Brewing Company","Anchorage"," AK","2"
"1337","Fairweather IPA","American IPA","4","7","2","Broken Tooth Brewing Company","Anchorage"," AK","2"
"1338","Frankenlou's IPA","American IPA","5","11","3","Seven Brides Brewery","Silverton"," OR","3"
"1339","Becky's Black Cat Porter","American Porter","5","6","3","Seven Brides Brewery","Silverton"," OR","3"
"1340","Hop Abomination","American IPA","5","10","2","Dry Dock Brewing Company","Aurora"," CO","2"
"1341","Apricot Blonde","Fruit / Vegetable Beer","4","2","2","Dry Dock Brewing Company","Aurora"," CO","2"
"1342","Dry Dock Hefeweizen","Hefeweizen","3","2","2","Dry Dock Brewing Company","Aurora"," CO","2"
"1343","Dry Dock Amber Ale","American Amber / Red Ale","4","5","2","Dry Dock Brewing Company","Aurora"," CO","2"
"1344","Special Amber","Vienna Lager","3","3","2","Sprecher Brewing Company","Glendale"," WI","2"
"1345","Special Amber","Vienna Lager","3","3","2","Sprecher Brewing Company","Glendale"," WI","2"
"1346","Tonganoxie Honey Wheat","American Pale Wheat Ale","3","3","2","High Noon Saloon And Brewery","Leavenworth"," KS","2"
"1347","Gordon (2005)","American Double / Imperial IPA","7","9","2","Oskar Blues Brewery","Lyons"," CO","2"
"1348","Ten Fidy Imperial Stout (2008)","Russian Imperial Stout","7","10","2","Oskar Blues Brewery","Lyons"," CO","2"
"1349","Ten Fidy Imperial Stout (2007)","Russian Imperial Stout","7","10","2","Oskar Blues Brewery","Lyons"," CO","2"
"1350","Old Chub (2008)","Scottish Ale","6","4","2","Oskar Blues Brewery","Lyons"," CO","2"
"1351","Old Chub (2004)","Scottish Ale","6","4","2","Oskar Blues Brewery","Lyons"," CO","2"
"1352","Old Chub (2003)","Scottish Ale","6","4","2","Oskar Blues Brewery","Lyons"," CO","2"
"1353","Dale's Pale Ale (2008)","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery","Lyons"," CO","2"
"1354","Dale's Pale Ale (2006)","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery","Lyons"," CO","2"
"1355","Dale's Pale Ale (2004)","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery","Lyons"," CO","2"
"1356","Dale's Pale Ale (2003)","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery","Lyons"," CO","2"
"1357","Dale's Pale Ale (2002)","American Pale Ale (APA)","5","7","2","Oskar Blues Brewery","Lyons"," CO","2"
"1358","Gordon Beer (2006)","American Double / Imperial IPA","6","6","2","Oskar Blues Brewery","Lyons"," CO","2"
"1359","Choc Beer (2003)","American Dark Wheat Ale","3","1","2","Krebs Brewing Company (Pete's Pl...","Krebs"," OK","2"
"1360","Ace IPA","American IPA","5","9","3","Wingman Brewers","Tacoma"," WA","3"
"1361","P-51 Porter","American Porter","6","4","3","Wingman Brewers","Tacoma"," WA","3"
"1362","Cold Smoke Scotch Ale (2007)","Scotch Ale / Wee Heavy","5","2","3","Kettle House Brewing Company","Missoula"," MT","3"
"1363","Double Haul IPA (2009)","American IPA","5","7","3","Kettle House Brewing Company","Missoula"," MT","3"
"1364","Double Haul IPA (2006)","American IPA","5","7","3","Kettle House Brewing Company","Missoula"," MT","3"
"1365","Eddy Out Pale Ale","American Pale Ale (APA)","4","5","3","Kettle House Brewing Company","Missoula"," MT","3"
"1366","Double Haul IPA","American IPA","5","7","3","Kettle House Brewing Company","Missoula"," MT","3"
"1367","Cold Smoke Scotch Ale","Scotch Ale / Wee Heavy","5","2","3","Kettle House Brewing Company","Missoula"," MT","3"
"1368","Crabtree Oatmeal Stout","Oatmeal Stout","5","3","3","Crabtree Brewing Company","Greeley"," CO","3"
"1369","Eclipse Black IPA","American Black Ale","6","8","3","Crabtree Brewing Company","Greeley"," CO","3"
"1370","Dottie Seattle Lager","American Amber / Red Lager","3","3","3","Emerald City Beer Company","Seattle"," WA","3"
"1371","Mucho Aloha Hawaiian Pale Ale","American Pale Ale (APA)","4","4","2","Butcher's Brewing","Carlsbad"," CA","2"
"1372","Big River Pilsner","Czech Pilsener","3","4","2","Big River Brewing Company","Chattanooga"," TN","2"
"1373","House Brand IPA","American IPA","4","6","2","Big River Brewing Company","Chattanooga"," TN","2"
"1374","Hoppy Boy","American IPA","4","7","3","Twisted Pine Brewing Company","Boulder"," CO","3"
"1375","Snake Dog IPA","American IPA","5","6","2","Flying Dog Brewery","Frederick"," MD","2"
"1376","Underdog Atlantic Lager","American Pale Lager","3","3","2","Flying Dog Brewery","Frederick"," MD","2"
"1377","This Season's Blonde","American Blonde Ale","4","3","2","Aspen Brewing Company","Aspen"," CO","2"
"1378","Independence Pass Ale","American IPA","5","7","2","Aspen Brewing Company","Aspen"," CO","2"
"1379","Bomb Lager (Old Recipe)","Munich Helles Lager","3","3","2","Bomb Beer Company","New York"," NY","2"
"1380","Churchkey Pilsner Style Beer","American Pilsner","3","3","2","Churchkey Can Company","Seattle"," WA","2"
"1381","Jon Boat Coastal Ale","American Blonde Ale","3","2","2","Intuition Ale Works","Jacksonville"," FL","2"
"1382","I-10 IPA","American IPA","5","6","2","Intuition Ale Works","Jacksonville"," FL","2"
"1383","People's Pale Ale","American Pale Ale (APA)","4","3","2","Intuition Ale Works","Jacksonville"," FL","2"
"1384","Rocket Girl","Kölsch","2","3","2","Asheville Brewing Company","Asheville"," NC","2"
"1385","Ninja Porter","American Porter","4","3","2","Asheville Brewing Company","Asheville"," NC","2"
"1386","Shiva IPA","American IPA","4","7","2","Asheville Brewing Company","Asheville"," NC","2"
"1387","Black Adder IBA (Current)","American Black Ale","5","9","3","Buckbean Brewing Company","Reno"," NV","3"
"1388","Tule Duck Red Ale (Current)","American Amber / Red Ale","4","5","3","Buckbean Brewing Company","Reno"," NV","3"
"1389","Original Orange Blossom Ale (Current)","Herbed / Spiced Beer","4","4","3","Buckbean Brewing Company","Reno"," NV","3"
"1390","Black Noddy Lager (Current)","Schwarzbier","4","4","3","Buckbean Brewing Company","Reno"," NV","3"
"1391","Jockamo IPA","American IPA","5","6","2","Abita Brewing Company","Abita Springs"," LA","2"
"1392","Purple Haze","Fruit / Vegetable Beer","3","2","2","Abita Brewing Company","Abita Springs"," LA","2"
"1393","Abita Amber","American Amber / Red Lager","3","2","2","Abita Brewing Company","Abita Springs"," LA","2"
"1394","Dundee Summer Wheat Beer","American Pale Wheat Ale","3","2","2","Dundee Brewing Company","Rochester"," NY","2"
"1395","Greenville Pale Ale","American Pale Ale (APA)","4","6","2","Twin Lakes Brewing Company","Greenville"," DE","2"
"1396","Sky High Rye","American Pale Ale (APA)","4","6","2","Arcadia Brewing Company","Battle Creek"," MI","2"
"1397","Whitsun","American Pale Wheat Ale","4","2","2","Arcadia Brewing Company","Battle Creek"," MI","2"
"1398","Black Star Double Hopped Golden Lager (24 oz.)","American Pale Lager","3","2","5","Great Northern Brewing Company","Whitefish"," MT","5"
"1399","Black Star Double Hopped Golden Lager (12 oz.)","American Pale Lager","3","2","2","Great Northern Brewing Company","Whitefish"," MT","2"
"1400","Pyramid Hefeweizen (2011)","Hefeweizen","4","2","2","Pyramid Breweries","Seattle"," WA","2"
"1401","Haywire Hefeweizen (2010)","Hefeweizen","4","2","3","Pyramid Breweries","Seattle"," WA","3"
"1402","Rumspringa Golden Bock","Maibock / Helles Bock","5","3","2","Lancaster Brewing Company","Lancaster"," PA","2"
"1403","Lancaster German Style Kölsch","Kölsch","3","3","2","Lancaster Brewing Company","Lancaster"," PA","2"
"1404","Common Sense Kentucky Common Ale","American Brown Ale","4","3","3","Upstate Brewing Company","Elmira"," NY","3"
"1405","Upstate I.P.W.","American IPA","5","7","2","Upstate Brewing Company","Elmira"," NY","2"
